date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2017-11-09,sh.000300,4043.0660,4076.6100,4038.4000,4075.8990,4048.0050,12105633536,159247200256.0000,3,0.004551,1,0.689100,
2017-11-10,sh.000300,4070.2760,4116.7140,4067.6570,4111.9110,4075.8990,14181716480,198869835776.0000,3,0.005331,1,0.883500,
2017-11-13,sh.000300,4115.5500,4137.6450,4115.5500,4128.0730,4111.9110,15144630784,205930795008.0000,3,0.005693,1,0.393100,
2017-11-14,sh.000300,4129.2730,4133.5460,4086.8900,4099.3510,4128.0730,14323693568,199605010432.0000,3,0.005384,1,-0.695800,
2017-11-15,sh.000300,4084.2130,4102.8070,4055.7160,4073.6690,4099.3500,12063569664,177753075712.0000,3,0.004534,1,-0.626500,
2017-11-16,sh.000300,4063.4940,4107.6170,4062.2730,4105.0120,4073.6690,12138441472,172903882752.0000,3,0.004562,1,0.769400,
2017-11-17,sh.000300,4094.0780,4122.3750,4081.3720,4120.8500,4105.0120,19178412032,253079314432.0000,3,0.007209,1,0.385800,
2017-11-20,sh.000300,4093.7340,4144.5140,4060.9630,4143.8330,4120.8500,13744725760,191589638144.0000,3,0.005166,1,0.557700,
2017-11-21,sh.000300,4131.8480,4220.2630,4129.9780,4217.7010,4143.8330,18035081984,253302198272.0000,3,0.006779,1,1.782600,
2017-11-22,sh.000300,4228.3720,4260.6390,4191.1450,4227.5660,4217.7010,18647700224,254298361856.0000,3,0.007009,1,0.233900,
2017-11-23,sh.000300,4213.3780,4214.1890,4086.9010,4102.3960,4227.5660,17814722816,237536706560.0000,3,0.006696,1,-2.960800,
2017-11-24,sh.000300,4089.4720,4116.5940,4057.4890,4104.2030,4102.3960,13085804032,182912192512.0000,3,0.004918,1,0.044100,
2017-11-27,sh.000300,4088.9310,4088.9310,4037.1450,4049.9470,4104.2030,14345526784,183004553216.0000,3,0.005392,1,-1.322000,
2017-11-28,sh.000300,4034.2050,4056.4750,4010.2950,4055.8230,4049.9470,10205809408,135539646464.0000,3,0.003836,1,0.145100,
2017-11-29,sh.000300,4061.3540,4069.2410,4004.6870,4053.7520,4055.8230,12455364096,165743341568.0000,3,0.004681,1,-0.051100,
2017-11-30,sh.000300,4034.0090,4052.7970,3988.0010,4006.0990,4053.7520,10798334464,145829949440.0000,3,0.004059,1,-1.175500,
2017-12-01,sh.000300,4003.5600,4027.1060,3984.3770,3998.1360,4006.0990,9738691328,136010928128.0000,3,0.003660,1,-0.198800,
2017-12-04,sh.000300,3989.0460,4032.9850,3982.3180,4018.8570,3998.1360,10264721920,138223054848.0000,3,0.003858,1,0.518300,
2017-12-05,sh.000300,4007.9360,4045.9330,4006.5430,4040.1700,4018.8570,15408707584,196337659904.0000,3,0.005791,1,0.530300,
2017-12-06,sh.000300,4027.1230,4031.7530,3964.8080,4015.8210,4040.1700,10928620544,144114954240.0000,3,0.004107,1,-0.602700,
2017-12-07,sh.000300,4003.5820,4017.9460,3955.9930,3971.0560,4015.8210,9025404416,119651201024.0000,3,0.003392,1,-1.114700,
2017-12-08,sh.000300,3962.8280,4014.1380,3955.4400,4003.3790,3971.0560,8928286208,124371230720.0000,3,0.003356,1,0.814000,
2017-12-11,sh.000300,4006.8780,4069.4990,4005.2680,4069.4990,4003.3790,9714894592,148476588032.0000,3,0.003651,1,1.651600,
2017-12-12,sh.000300,4068.5050,4070.1500,4015.4540,4016.0160,4069.4990,8433871872,123515183104.0000,3,0.003170,1,-1.314200,
2017-12-13,sh.000300,4013.8310,4052.6870,4004.7430,4050.0920,4016.0160,7754612992,115006382080.0000,3,0.002914,1,0.848500,
2017-12-14,sh.000300,4050.9020,4057.6240,4013.8540,4026.1510,4050.0920,8076886272,115086946304.0000,3,0.003036,1,-0.591100,
2017-12-15,sh.000300,4018.7310,4020.2660,3974.9270,3980.8550,4026.1510,8904438784,118474145792.0000,3,0.003346,1,-1.125000,
2017-12-18,sh.000300,3983.2960,4008.0680,3967.9340,3985.2910,3980.8550,7785337600,111724351488.0000,3,0.002925,1,0.111400,
2017-12-19,sh.000300,3985.8230,4035.6290,3985.8230,4035.3290,3985.2910,7752898560,115998203904.0000,3,0.002913,1,1.255600,
2017-12-20,sh.000300,4036.0190,4044.8480,4015.6280,4030.4890,4035.3290,9060450304,126812876800.0000,3,0.003545,1,-0.119900,
2017-12-21,sh.000300,4023.0760,4080.7810,4014.6520,4067.8480,4030.4890,9683608832,137819521024.0000,3,0.003789,1,0.926900,
2017-12-22,sh.000300,4064.9130,4076.8020,4048.4910,4054.5980,4067.8480,7347368448,104426496000.0000,3,0.002875,1,-0.325700,
2017-12-25,sh.000300,4057.4170,4086.9340,4026.4490,4041.5400,4054.5980,9192696320,129938837504.0000,3,0.003596,1,-0.322100,
2017-12-26,sh.000300,4040.6170,4056.8550,4015.2990,4053.6220,4041.5400,9111878912,119725101056.0000,3,0.003563,1,0.298900,
2017-12-27,sh.000300,4045.2790,4047.7360,3986.7380,3991.2070,4053.6220,10515357696,140516909056.0000,3,0.004112,1,-1.539700,
2017-12-28,sh.000300,3992.9970,4036.6970,3980.2350,4018.8970,3991.2070,11854288640,153636696064.0000,3,0.004635,1,0.693800,
2017-12-29,sh.000300,4022.8820,4043.1400,4012.8740,4030.8540,4018.8970,9048668416,121257037824.0000,3,0.003529,1,0.297500,
2018-01-02,sh.000300,4045.2080,4087.7780,4045.2080,4087.4010,4030.8540,14693543424,178402033664.0000,3,0.005710,1,1.402900,
2018-01-03,sh.000300,4091.4600,4140.0540,4088.7300,4111.3920,4087.4010,15185221888,205726887936.0000,3,0.005898,1,0.587000,
2018-01-04,sh.000300,4114.1210,4137.6420,4105.8850,4128.8110,4111.3920,13454379520,174523555840.0000,3,0.005226,1,0.423700,
2018-01-05,sh.000300,4133.3430,4151.2810,4123.2810,4138.7500,4128.8110,14900987136,185206292480.0000,3,0.005788,1,0.240700,
2018-01-08,sh.000300,4140.8540,4166.3180,4127.3080,4160.1590,4138.7500,17387766528,226403872768.0000,3,0.006749,1,0.517300,
2018-01-09,sh.000300,4157.5390,4191.2840,4153.5020,4189.2970,4160.1590,13903429376,181975080960.0000,3,0.005397,1,0.700400,
2018-01-10,sh.000300,4187.2040,4211.0540,4175.1350,4207.8130,4189.2970,15112166656,194850254848.0000,3,0.005866,1,0.442000,
2018-01-11,sh.000300,4197.1130,4211.7990,4181.9570,4205.5860,4207.8130,12157853952,170407305216.0000,3,0.004719,1,-0.052900,
2018-01-12,sh.000300,4205.1440,4227.3920,4199.0250,4225.0010,4205.5860,11135479296,157606211584.0000,3,0.004323,1,0.461600,
2018-01-15,sh.000300,4229.8350,4262.9310,4216.3580,4225.2390,4225.0010,17090789632,234986586112.0000,3,0.006634,1,0.005600,
2018-01-16,sh.000300,4215.6240,4260.2110,4213.1270,4258.4730,4225.2390,16149496320,228271226880.0000,3,0.006268,1,0.786600,
2018-01-17,sh.000300,4261.7830,4283.3440,4230.5360,4248.1160,4258.4730,21431103232,284554358784.0000,3,0.008318,1,-0.243200,
2018-01-18,sh.000300,4259.3750,4292.6370,4246.6840,4271.4160,4248.1160,17203284736,225289687040.0000,3,0.006677,1,0.548500,
2018-01-19,sh.000300,4281.9370,4316.5710,4269.6160,4285.3950,4271.4160,20949057024,258554724352.0000,3,0.008129,1,0.327300,
2018-01-22,sh.000300,4276.4810,4338.4830,4275.8970,4336.5970,4285.3950,17464319488,233960222720.0000,3,0.006774,1,1.194800,
2018-01-23,sh.000300,4346.8880,4383.5720,4346.7920,4382.6120,4336.5970,20186758400,257113358336.0000,3,0.007827,1,1.061100,
2018-01-24,sh.000300,4389.4540,4397.8190,4349.0860,4389.8850,4382.6120,21981889024,284470808576.0000,3,0.008520,1,0.166000,
2018-01-25,sh.000300,4381.9760,4392.1960,4336.2380,4365.0790,4389.8850,19537495040,250308091904.0000,3,0.007573,1,-0.565100,
2018-01-26,sh.000300,4352.2210,4403.3370,4351.4870,4381.2990,4365.0790,17722723584,223331307520.0000,3,0.006869,1,0.371600,
2018-01-29,sh.000300,4387.0570,4395.9050,4287.1120,4302.0180,4381.2990,19110035456,256176324608.0000,3,0.007406,1,-1.809500,
2018-01-30,sh.000300,4286.6830,4308.5110,4251.5700,4256.1020,4302.0180,13903472896,186650566656.0000,3,0.005388,1,-1.067300,
2018-01-31,sh.000300,4234.1100,4287.8570,4232.7720,4275.8980,4256.1020,14521016320,194401800192.0000,3,0.005628,1,0.465100,
2018-02-01,sh.000300,4276.3420,4287.3880,4214.2900,4245.8970,4275.8980,19000293376,239230300160.0000,3,0.007364,1,-0.701600,
2018-02-02,sh.000300,4213.9380,4271.7640,4181.7790,4271.2320,4245.8970,14606682624,191169867776.0000,3,0.005661,1,0.596700,
2018-02-05,sh.000300,4204.4580,4274.1460,4200.1400,4274.1460,4271.2320,16134779904,217360146432.0000,3,0.006253,1,0.068200,
2018-02-06,sh.000300,4182.3250,4211.5230,4131.5560,4148.8850,4274.1460,21491045120,279415083008.0000,3,0.008329,1,-2.930700,
2018-02-07,sh.000300,4205.7360,4212.5670,4048.4220,4050.4970,4148.8850,20312749312,261507026944.0000,3,0.007872,1,-2.371400,
2018-02-08,sh.000300,4022.8800,4071.6650,3974.6770,4012.0470,4050.4970,15926998528,199061770240.0000,3,0.006171,1,-0.949300,
2018-02-09,sh.000300,3896.1690,3911.2910,3759.1460,3840.6520,4012.0470,20634982912,246774829056.0000,3,0.007995,1,-4.272000,
2018-02-12,sh.000300,3846.2670,3907.8430,3828.0690,3890.1040,3840.6520,11618263808,149858041856.0000,3,0.004501,1,1.287600,
2018-02-13,sh.000300,3925.5950,3986.9800,3925.5950,3935.6320,3890.1040,11256588544,144479354880.0000,3,0.004361,1,1.170400,
2018-02-14,sh.000300,3945.0940,3971.4040,3923.1260,3966.9610,3935.6320,7108133888,93110202368.0000,3,0.002734,1,0.796000,
2018-02-22,sh.000300,4020.9730,4058.7870,4009.9200,4052.7330,3966.9610,10581157120,138334363648.0000,3,0.004064,1,2.162200,
2018-02-23,sh.000300,4061.7540,4085.2000,4035.2310,4071.0880,4052.7330,9945874688,128195833856.0000,3,0.003820,1,0.452900,
2018-02-26,sh.000300,4093.3980,4128.7430,4048.9830,4118.4180,4071.0880,13788100096,179013095424.0000,3,0.005286,1,1.162600,
2018-02-27,sh.000300,4120.8710,4120.8710,4051.8050,4058.9800,4118.4180,12593446912,169684901888.0000,3,0.004828,1,-1.443200,
2018-02-28,sh.000300,4016.7910,4051.7120,3991.7060,4023.6410,4058.9800,10934359296,152493907968.0000,3,0.004191,1,-0.870600,
2018-03-01,sh.000300,3994.8680,4061.0320,3986.8940,4049.0860,4023.6410,11019985152,146003456000.0000,3,0.004224,1,0.632400,
2018-03-02,sh.000300,4014.9510,4044.4180,4006.9430,4016.4610,4049.0860,9616499968,130931179520.0000,3,0.003686,1,-0.805700,
2018-03-05,sh.000300,4021.6570,4042.8340,3995.8710,4018.0970,4016.4610,8795254784,118197858304.0000,3,0.003371,1,0.040700,0
2018-03-06,sh.000300,4034.9850,4067.5520,3998.9310,4066.5640,4018.0970,13876244480,171370655744.0000,3,0.005318,1,1.206200,0
2018-03-07,sh.000300,4063.5020,4089.6960,4027.9360,4036.6530,4066.5640,10695242496,136572305408.0000,3,0.004099,1,-0.735500,0
2018-03-08,sh.000300,4038.9520,4078.2260,4029.7140,4077.6000,4036.6530,9115580928,123634638848.0000,3,0.003494,1,1.014400,0
2018-03-09,sh.000300,4088.0700,4110.6730,4076.4530,4108.8650,4077.6000,11370180864,150024118272.0000,3,0.004358,1,0.766800,0
2018-03-12,sh.000300,4130.7080,4139.5250,4112.7650,4127.6660,4108.8650,14090673920,190367592448.0000,3,0.005401,1,0.457600,0
2018-03-13,sh.000300,4124.3310,4130.2820,4087.5620,4091.2530,4127.6660,11176643072,141174161408.0000,3,0.004282,1,-0.882200,0
2018-03-14,sh.000300,4076.0620,4089.0940,4066.4890,4073.3440,4091.2530,9901340928,131537960960.0000,3,0.003794,1,-0.437700,0
2018-03-15,sh.000300,4058.7050,4098.9890,4058.7050,4096.1620,4073.3440,8816115712,126882451456.0000,3,0.003378,1,0.560200,0
2018-03-16,sh.000300,4096.8850,4110.0450,4055.8220,4056.4220,4096.1620,8489618688,122125340672.0000,3,0.003253,1,-0.970200,0
2018-03-19,sh.000300,4054.6160,4074.5180,4033.5210,4074.2470,4056.4220,8150288128,118183817216.0000,3,0.003125,1,0.439400,0
2018-03-20,sh.000300,4045.7420,4080.1920,4040.3080,4077.7040,4074.2470,8060528128,111980232704.0000,3,0.003090,1,0.084900,0
2018-03-21,sh.000300,4097.0240,4110.1150,4046.2400,4061.0500,4077.7040,9760948736,139330412544.0000,3,0.003742,1,-0.408400,0
2018-03-22,sh.000300,4062.0660,4072.3770,4003.7210,4020.3490,4061.0500,8909526016,127664336896.0000,3,0.003415,1,-1.002200,0
2018-03-23,sh.000300,3896.7350,3928.5110,3834.9370,3904.9350,4020.3490,18008044800,218905030656.0000,3,0.006902,1,-2.870700,0
2018-03-26,sh.000300,3862.6940,3883.9010,3829.9150,3879.8930,3904.9350,11513912832,156604526592.0000,3,0.004410,1,-0.641300,0
2018-03-27,sh.000300,3927.4920,3936.7780,3881.8720,3913.2680,3879.8930,11370071040,162291548160.0000,3,0.004354,1,0.860200,0
2018-03-28,sh.000300,3865.0450,3907.2810,3835.8820,3842.7150,3913.2680,10149490688,155848949760.0000,3,0.003887,1,-1.802900,0
2018-03-29,sh.000300,3854.5910,3913.9570,3794.2610,3894.0490,3842.7150,11662906624,164996784128.0000,3,0.004466,1,1.335900,0
2018-03-30,sh.000300,3893.7460,3915.3470,3879.2120,3898.4970,3894.0490,9751227136,137959280640.0000,3,0.003733,1,0.114200,0
2018-04-02,sh.000300,3897.0050,3937.0180,3882.8850,3886.9180,3898.4970,11124266496,159356080128.0000,3,0.004258,1,-0.297000,0
2018-04-03,sh.000300,3850.1540,3878.1500,3839.9330,3862.4790,3886.9180,9513736960,132049936384.0000,3,0.003642,1,-0.628700,0
2018-04-04,sh.000300,3873.6260,3898.6120,3852.4950,3854.8620,3862.4790,8873060864,131593068544.0000,3,0.003396,1,-0.197200,0
2018-04-09,sh.000300,3851.9540,3870.6730,3827.4130,3852.9290,3854.8620,8410546176,118167273472.0000,3,0.003219,1,-0.050100,0
2018-04-10,sh.000300,3860.7220,3927.4240,3851.7950,3927.1720,3852.9290,10617372160,137941299200.0000,3,0.004064,1,1.926900,0
2018-04-11,sh.000300,3934.1690,3958.7070,3924.9600,3938.3430,3927.1720,11193302016,139989291008.0000,3,0.004284,1,0.284500,0
2018-04-12,sh.000300,3935.6730,3937.7830,3896.1780,3898.6350,3938.3430,8269948928,108075565056.0000,3,0.003163,1,-1.008200,0
2018-04-13,sh.000300,3920.7370,3929.9520,3866.1860,3871.1440,3898.6350,7154420224,98921828352.0000,3,0.002736,1,-0.705100,0
2018-04-16,sh.000300,3862.4730,3869.1560,3789.6120,3808.8630,3871.1440,9921776896,131566866432.0000,3,0.003795,1,-1.608900,0
2018-04-17,sh.000300,3812.8740,3822.6260,3745.4440,3748.6410,3808.8630,9061079040,126518751232.0000,3,0.003465,1,-1.581100,0
